title,genres
SAS: Rise of the Black Swan,"['animation', 'adventure', 'family', 'fantasy']"
SHAMAN KING,"['animation', 'action', 'adventure', 'comedy', 'fantasy']"
SKY Castle,"['drama', 'mystery']"
SLR,"['horror', 'thriller']"
SP: The Motion Picture Episode V,['drama']
SP: The Motion Picture Episode VI<The Final Episode>,"['drama']"
SPRIGGAN,"['animation', 'action', 'adventure', 'sci-fi']"
SPY x FAMILY,"['animation', 'action', 'comedy']"
STAND BY ME Doraemon,"['animation', 'comedy', 'drama', 'family', 'sci-fi']"
STAND BY ME Doraemon 2,"['animation', 'comedy', 'drama', 'family', 'fantasy', 'sci-fi']"
Sa Balik Baju,"['comedy', 'drama', 'family']"
Saaho,"['action', 'thriller']"
Sabotage,"['short', 'action']"
Safe,"['action', 'crime', 'thriller']"
Safe House,['drama']
Sahara,"['animation', 'adventure', 'comedy']"
Salma's Home,['drama']
Salt,"['short', 'drama']"
Same Kind of Different as Me,"['biography', 'drama']"
Samurai Rabbit: The Usagi Chronicles,"['animation', 'action', 'adventure', 'comedy', 'family', 'fantasy', 'sci-fi']"
San Andreas,"['action', 'adventure', 'thriller']"
Sanitation Day,['thriller']
Satan's Slaves,"['drama', 'horror', 'mystery']"
Savage Beauty,['drama']
Savage Rhythm,"['drama', 'music']"
Savages,"['action', 'crime', 'drama', 'thriller']"
Save the Last Dance,"['drama', 'music', 'romance']"
Saving Private Ryan,"['drama', 'war']"
Scappo a casa,['comedy']
Scaredy Cats,"['comedy', 'family', 'fantasy']"
Scary Movie,['comedy']
Scary Movie 2,"['comedy', 'horror']"
Scary Movie 4,['comedy']
School Tales The Series,"['horror', 'mystery']"
School of Chocolate,"['game-show', 'reality-tv']"
School of Rock,['music']
Schumacher,"['documentary', 'biography', 'sport']"
Scoob!,"['animation', 'adventure', 'comedy', 'family', 'fantasy', 'mystery', 'sci-fi']"
Sea Fever,"['drama', 'horror', 'mystery', 'sci-fi', 'thriller']"
Seal Team,"['animation', 'action', 'comedy', 'family', 'fantasy', 'sci-fi']"
Search WWW,"['drama', 'romance']"
Searching,"['drama', 'mystery', 'thriller']"
Seberg,"['biography', 'drama', 'thriller']"
Secret Garden,"['comedy', 'drama', 'fantasy', 'romance']"
Secret Royal Inspector & Joy,"['comedy', 'drama', 'history', 'mystery']"
Secret Zoo,['comedy']
Secret in Their Eyes,"['crime', 'drama', 'mystery', 'thriller']"
Secrets of Summer,"['drama', 'family']"
Security,['thriller']
See for Me,"['crime', 'drama', 'mystery', 'thriller']"
Seeking Justice,"['short', 'comedy']"
Seiji Oda,"['action', 'adventure']"
Seinfeld,['comedy']
Seized,"['short', 'sci-fi']"
Sekigahara,"['drama', 'history', 'war']"
Sell Your Haunted House,"['comedy', 'fantasy', 'horror']"
Selling Sunset,['reality-tv']
Selling Tampa,['reality-tv']
Selvhenter,['comedy']
Seni Bulacam Oglum,['comedy']
Senior Year,"['comedy', 'drama']"
Senzo: Murder of a Soccer Star,"['documentary', 'crime', 'mystery', 'sport']"
Seobok,"['action', 'sci-fi', 'thriller']"
Serenity,['short']
Serial Cook,"['comedy', 'crime', 'drama']"
Servant of the People,['comedy']
Seventh Son,"['action', 'adventure', 'fantasy']"
Sex Education,"['comedy', 'drama']"
Sex and the City: The Movie,['documentary']
Sex/Life,['documentary']
Señora Acero,"['crime', 'drama', 'romance']"
Shabaash Mithu (Hindi),"['biography', 'drama', 'sport']"
Shadow Country,"['drama', 'history']"
Shadow Parties,['action']
Shadow in the Cloud,"['action', 'horror', 'war']"
Shadowplay,['thriller']
Shameless (U.S.),['documentary']
Shania Twain: Not Just a Girl,['documentary']
Shaolin,"['action', 'drama']"
Shaoming,"['animation', 'adventure', 'comedy', 'family', 'fantasy', 'musical']"
Shark Tale,"['animation', 'adventure', 'comedy', 'family', 'thriller']"
Sharkdog,"['animation', 'short', 'adventure', 'comedy', 'family']"
Shazam!,"['action', 'adventure', 'comedy', 'fantasy']"
She,"['crime', 'drama']"
She Would Never Know,"['romance', 'drama']"
She was pretty,"['comedy', 'romance']"
She's All That,"['short', 'music', 'romance']"
She's the Man,"['comedy', 'romance', 'sport']"
Sherdil: The Pilibhit Saga,"['comedy', 'drama']"
Sherlock Holmes: A Game of Shadows,"['action', 'adventure', 'mystery']"
Shikara,"['drama', 'history', 'romance']"
Shinjuku Incident,"['action', 'crime', 'drama']"
Shiny_Flakes: The Teenage Drug Lord,"['documentary', 'biography', 'crime']"
Shoky & Morthy: Last Big Thing,"['comedy', 'mystery', 'thriller']"
Shooter,['action']
Shot Caller,"['crime', 'drama', 'thriller']"
Show Dogs,"['adventure', 'comedy', 'crime', 'family']"
Showtime,"['short', 'drama']"
Shrek,"['animation', 'adventure', 'comedy', 'family', 'fantasy', 'romance']"
Shrek 2,"['animation', 'adventure', 'comedy', 'family', 'fantasy', 'romance']"
Shrek Forever After,"['animation', 'adventure', 'comedy', 'family', 'fantasy', 'romance']"
Shrek the Third,"['animation', 'adventure', 'comedy', 'family', 'fantasy', 'romance']"
Shtisel,['drama']
Shutter Island,"['mystery', 'thriller']"
Shyam Singha Roy,"['drama', 'romance']"
Shéhérazade,"['drama', 'romance', 'thriller']"
Si saben como me pongo 2,['comedy']
Si yo fuera rico,['comedy']
Siberia,"['drama', 'fantasy', 'horror']"
Sicario,"['action', 'crime', 'drama', 'mystery', 'thriller']"
Sicario: Day of the Soldado,"['action', 'crime', 'drama', 'mystery', 'thriller']"
Silent Companion,"['short', 'drama']"
Silent Hours,"['crime', 'horror', 'thriller']"
Silent Tokyo,"['action', 'crime', 'thriller']"
Silver Linings Playbook,"['comedy', 'drama', 'romance']"
Silver Skates,"['adventure', 'drama', 'family', 'history', 'romance']"
Silver Spoon,"['comedy', 'drama', 'romance']"
Silverton Siege,"['action', 'crime', 'drama', 'thriller']"
Sin Nombre,"['short', 'crime']"
Sin senos sí hay paraíso,"['action', 'crime', 'drama', 'romance']"
Sing,"['animation', 'comedy', 'family', 'musical']"
Sing 2,"['animation', 'adventure', 'comedy', 'family', 'musical']"
Single All The Way,"['comedy', 'drama', 'romance']"
Single’s Inferno,['reality-tv']
Sinkhole,"['action', 'comedy', 'drama']"
Sintonia,"['crime', 'drama', 'music']"
Sissi,"['comedy', 'drama', 'history', 'romance']"
Sisters,['drama']
Sivaji,"['action', 'crime', 'drama', 'thriller']"
Sixteen Blocks,"['action', 'drama', 'thriller']"
Skater Girl,"['drama', 'family', 'sport']"
Sket Dance,"['animation', 'comedy', 'drama']"
Sky High,"['action', 'adventure', 'crime', 'thriller']"
Sky Rojo,"['action', 'adventure', 'crime', 'drama', 'thriller']"
Skylines,"['action', 'adventure', 'sci-fi']"
Skyscraper,"['action', 'adventure', 'thriller']"
Slay,['comedy']
Sleepers,"['short', 'action']"
Sleepless,"['action', 'thriller']"
Slender Man,"['horror', 'mystery', 'thriller']"
Sløborn,"['drama', 'sci-fi', 'thriller']"
Smallfoot,"['animation', 'adventure', 'comedy', 'drama', 'family', 'fantasy', 'musical']"
Smother-in-Law,['comedy']
Smurfs: The Lost Village,"['animation', 'adventure', 'comedy', 'family', 'fantasy']"
Snake Eyes: G.I. Joe Origins,"['action', 'adventure', 'crime', 'fantasy', 'sci-fi', 'thriller']"
Snatch Up,"['drama', 'crime', 'action']"
Sniper: Assassin's End,"['action', 'thriller']"
Sniper: Ghost Shooter,"['action', 'drama', 'thriller', 'war']"
Sniper: Legacy,"['action', 'thriller', 'war']"
Sniper: Reloaded,"['action', 'drama', 'thriller', 'war']"
Sniper: Ultimate Kill,"['action', 'drama', 'thriller']"
Snitch,"['short', 'mystery']"
"Snow, Tea and Love","['comedy', 'sci-fi']"
Snowbound for Christmas,"['comedy', 'romance']"
Snowflake Mountain,['reality-tv']
Snowpiercer,"['action', 'drama', 'sci-fi', 'thriller']"
Social Syndrome,['drama']
Soekarno,"['biography', 'drama', 'history']"
Soil,"['comedy', 'drama']"
Solace,['sci-fi']
Solomon Kane,"['action', 'adventure', 'fantasy', 'horror']"
Som Pla Noi,"['comedy', 'romance']"
Something Borrowed,"['short', 'comedy']"
Something's Gotta Give,"['comedy', 'drama', 'romance']"
Somos.,"['crime', 'drama', 'history']"
Son of the Mask,"['comedy', 'family', 'fantasy']"
Son of the South,"['biography', 'drama']"
Songbird,"['drama', 'sci-fi', 'thriller']"
Sonic the Hedgehog,"['action', 'adventure', 'comedy', 'family', 'fantasy', 'sci-fi']"
Sooryavanshi,"['action', 'crime', 'thriller']"
Sophie: A Murder in West Cork,"['documentary', 'crime', 'history', 'mystery']"
Soulmate,"['drama', 'fantasy', 'romance']"
Sounds Like Love,"['comedy', 'music', 'romance']"
Sous le même toit,"['comedy', 'family']"
Space Force,['comedy']
Space Jam,"['animation', 'adventure', 'comedy', 'family', 'fantasy', 'sci-fi', 'sport']"
Space Jam: A New Legacy,"['animation', 'adventure', 'comedy', 'family', 'fantasy', 'sci-fi', 'sport']"
Space Sweepers,"['action', 'adventure', 'drama', 'fantasy', 'sci-fi']"
Sparkle,"['short', 'comedy']"
Special Jollof,['drama']
Spell,"['horror', 'thriller']"
Spencer,"['biography', 'drama']"
Spider in the Web,['thriller']
Spider-Man,"['action', 'adventure', 'sci-fi']"
Spider-Man 2,"['action', 'adventure', 'sci-fi']"
Spider-Man 3,"['action', 'adventure', 'sci-fi']"
Spider-Man: Far from Home,"['action', 'adventure', 'comedy', 'sci-fi']"
Spider-Man: Homecoming,"['action', 'adventure', 'sci-fi']"
Spider-Man: Into the Spider-Verse,"['animation', 'action', 'adventure', 'comedy', 'family', 'fantasy', 'sci-fi']"
Spider-Man: No Way Home,"['action', 'adventure', 'fantasy', 'sci-fi']"
Spiderhead,"['action', 'crime', 'drama', 'sci-fi', 'thriller']"
Spiral: From the Book of Saw,"['crime', 'horror', 'mystery', 'thriller']"
Spirit Chronicles,"['animation', 'action', 'adventure', 'drama', 'fantasy', 'romance']"
Spirited Away,"['animation', 'adventure', 'family', 'fantasy', 'mystery']"
Spiritwalker,"['action', 'fantasy']"
Split,"['horror', 'thriller']"
Spoiled Brats,['comedy']
SpongeBob SquarePants,"['animation', 'comedy', 'family', 'fantasy']"
Spontaneous,"['comedy', 'drama', 'horror', 'romance']"
Spotlight,"['short', 'drama', 'fantasy', 'musical']"
Sputnik,"['drama', 'horror', 'mystery', 'sci-fi', 'thriller']"
Spy Kids,"['action', 'adventure', 'comedy', 'family', 'sci-fi']"
Spy Kids 2: The Island of Lost Dreams,"['action', 'adventure', 'comedy', 'family', 'sci-fi']"
Squid Game,"['action', 'drama', 'mystery', 'thriller']"
St. Vincent,"['comedy', 'drama']"
Stand By Me,['drama']
Standing Up,"['comedy', 'drama']"
Star Trek Beyond,"['action', 'adventure', 'sci-fi', 'thriller']"
Stardust,"['biography', 'drama', 'music']"
Start-Up,"['comedy', 'drama', 'romance']"
StartUp,"['crime', 'thriller']"
State of Mind,['thriller']
State of Play,"['documentary', 'drama', 'sport']"
Stay Close,"['crime', 'drama', 'mystery', 'thriller']"
Stealth,['drama']
Steig. Nicht. Aus!,"['action', 'drama', 'thriller']"
Step Brothers,['comedy']
Step Up 2: The Streets,"['drama', 'music', 'romance']"
Step Up: All In,"['drama', 'music', 'romance']"
Stepmom,"['short', 'drama']"
Steve Jobs,"['biography', 'drama']"
Stigmatized Properties,['horror']
Still Alice,['drama']
Still Out of My League,"['comedy', 'drama', 'romance']"
Stolen Identity 2,['thriller']
Stone Skipping,"['short', 'drama']"
Storks,"['animation', 'adventure', 'comedy', 'family', 'fantasy']"
Straight Outta Compton,"['biography', 'drama', 'history', 'music']"
Stranger,"['crime', 'drama', 'mystery', 'thriller']"
Stranger Things,"['drama', 'fantasy', 'horror', 'mystery', 'sci-fi', 'thriller']"
Street Kings,"['action', 'crime', 'thriller']"
Striking Distance,"['action', 'crime', 'mystery', 'thriller']"
Stuck Together,['comedy']
Suicide Squad,"['action', 'adventure', 'fantasy', 'sci-fi']"
Suits,"['comedy', 'drama']"
Sully,"['biography', 'drama']"
"Sultan Agung: Throne, Rebellion, and Love","['action', 'drama', 'history']"
Summer Heat,"['drama', 'romance']"
Summer Wars,"['animation', 'action', 'adventure', 'comedy', 'drama', 'romance', 'sci-fi']"
Summer of '92,"['biography', 'comedy', 'drama', 'history', 'sport']"
Summertime,"['drama', 'romance']"
"Sun, Hay and a Few Slaps",['action']
"Sun, Hay, Erotica",['comedy']
"Sun, Hay, Strawberries",['reality-tv']
Sunflower,['drama']
Sunny: Our Hearts Beat Together,"['comedy', 'drama', 'musical']"
Super 8,"['short', 'horror']"
Super PupZ,"['adventure', 'comedy', 'family', 'fantasy', 'sci-fi']"
Superbad,['comedy']
Superfly,"['action', 'crime', 'thriller']"
Supergirl,"['action', 'adventure', 'drama', 'sci-fi']"
Superintelligence,"['action', 'comedy', 'romance', 'sci-fi']"
Supernova,"['short', 'drama', 'sci-fi']"
Superstore,['comedy']
Surf's Up,"['animation', 'adventure', 'comedy', 'family', 'sport']"
Survive,"['adventure', 'drama', 'thriller']"
Surviving Escobar - Alias JJ,['drama']
Surviving R. Kelly,"['documentary', 'crime', 'music']"
Surviving Summer,"['drama', 'family']"
Survivor,"['action', 'crime', 'thriller']"
Susuk,"['horror', 'mystery', 'thriller']"
Swallow,"['short', 'horror']"
Sweet & Sour,"['comedy', 'romance']"
Sweet 20,"['comedy', 'music']"
Sweet Girl,"['action', 'drama', 'thriller']"
Sweet Magnolias,"['drama', 'romance']"
Sweet Tooth,"['action', 'adventure', 'drama', 'fantasy', 'sci-fi']"
Sweethearts,"['comedy', 'drama', 'romance']"
Switch,"['short', 'comedy', 'drama', 'fantasy', 'romance']"
Sword Art Online the Movie: Ordinal Scale,"['animation', 'action', 'adventure', 'fantasy', 'sci-fi']"
Sydney White,"['comedy', 'drama', 'romance']"
Synchronic,"['short', 'thriller']"
THE CRAZIES,"['horror', 'thriller']"
THE FABLE,"['action', 'comedy']"
THE FABLE: The Killer Who Doesn't Kill,"['action', 'comedy', 'mystery', 'thriller']"
THE MECHANIC,"['short', 'mystery']"
Taboo,"['drama', 'mystery', 'thriller']"
Tadeo Jones 2: El secreto del Rey Midas,"['animation', 'adventure', 'comedy', 'family', 'fantasy']"
Taken,"['action', 'crime', 'thriller']"
Taken 3,"['action', 'crime', 'thriller']"
Taking Lives,"['crime', 'mystery', 'thriller']"
Takki,['drama']
Tall Girl,"['comedy', 'drama', 'family', 'romance']"
Tall Girl 2,"['comedy', 'drama', 'family', 'romance']"
Talladega Nights: The Ballad of Ricky Bobby,"['comedy', 'sport']"
Tammy,"['short', 'comedy']"
Tangisan Akinabalu,"['drama']"
Tanwa Savage,"['comedy', 'drama']"
Target Number One,"['action', 'thriller']"
Taxi 5,"['action', 'comedy', 'crime']"
Taxi Driver,"['action', 'crime', 'drama']"
Tear Along the Dotted Line,"['animation', 'comedy', 'drama']"
Tears of the Sun,"['action', 'drama', 'thriller', 'war']"
Ted,['comedy']
Ted 2,"['short', 'comedy']"
Teen Titans Go! To the Movies,"['animation', 'action', 'adventure', 'comedy', 'family', 'fantasy', 'musical', 'sci-fi']"
Teen Wolf,"['action', 'drama', 'fantasy', 'romance', 'thriller']"
Teenage Mutant Ninja Turtles,"['animation', 'action', 'adventure', 'comedy', 'crime', 'drama', 'family', 'fantasy', 'mystery', 'sci-fi', 'thriller']"
Teenage Mutant Ninja Turtles 2,"['animation', 'action', 'adventure', 'comedy', 'fantasy', 'sci-fi']"
Teenage Parents,"['documentary', 'short']"
Tekken: Bloodline,"['animation', 'action', 'adventure', 'fantasy', 'sci-fi', 'thriller']"
Tempos,"['documentary', 'biography', 'music']"
Ten Years,['drama']
Tenant of the House,['drama']
Tenet,"['action', 'sci-fi', 'thriller']"
Term Life,"['action', 'crime', 'drama', 'thriller']"
Terminator 2: Judgment Day,"['action', 'sci-fi']"
Terminator Genisys,"['action', 'adventure', 'sci-fi', 'thriller']"
Terminator Salvation,"['action', 'adventure', 'sci-fi']"
Terminator: Dark Fate,"['action', 'adventure', 'sci-fi']"
Terra Willy,"['animation', 'adventure', 'comedy', 'family', 'sci-fi']"
Terrorizers,"['drama', 'romance', 'thriller']"
Texas Chainsaw Massacre,"['crime', 'horror', 'thriller']"
Thalaivii,"['action', 'crime', 'drama', 'thriller']"
Thar,"['action', 'crime', 'drama', 'thriller', 'western']"
That Girl Lay Lay,"['comedy', 'family']"
That Time I Got Reincarnated as a Slime,"['animation', 'action', 'adventure', 'comedy', 'fantasy']"
That's My Boy,"['documentary', 'short', 'biography']"
The 100,"['drama', 'mystery', 'sci-fi']"
The 15:17 to Paris,"['biography', 'drama', 'thriller']"
The 2nd,"['action', 'drama']"
The 355,"['action', 'thriller']"
The 40-Year-Old Virgin,"['comedy', 'romance']"
The 5th Wave,"['action', 'adventure', 'sci-fi', 'thriller']"
The 6th Day,['short']
The 7 Lives of Lea,"['crime', 'drama', 'fantasy', 'mystery', 'thriller']"
The 8th Night,"['horror', 'thriller']"
The A List,"['crime', 'drama', 'mystery', 'thriller']"
The Accidental Detective 2: In Action,"['comedy', 'crime', 'thriller']"
The Accountant,"['action', 'thriller']"
The Adam Project,"['action', 'adventure', 'comedy', 'sci-fi']"
The Addams Family,"['animation', 'comedy', 'family', 'fantasy', 'horror']"
The Adjustment Bureau,"['romance', 'sci-fi', 'thriller']"
The Adventures of Paddington,"['animation', 'short', 'adventure', 'comedy', 'family', 'fantasy']"
The Adventures of Sharkboy and Lavagirl,"['action', 'adventure', 'comedy', 'family', 'fantasy', 'sci-fi']"
The Adventures of Tintin,"['animation', 'action', 'adventure', 'family', 'mystery']"
The Aftermath of Murder,"['drama', 'thriller']"
The Age of Adaline,"['drama', 'fantasy', 'romance']"
The Amazing Spider-Man,"['action', 'adventure', 'sci-fi']"
The Amazing Spider-Man 2,"['action', 'adventure', 'sci-fi']"
The American,"['action', 'crime', 'drama', 'thriller']"
The American President,"['comedy', 'drama', 'romance']"
The Ancestral,['horror']
The Angry Birds Movie,"['animation', 'action', 'adventure', 'comedy', 'family']"
The Angry Birds Movie 2,"['animation', 'action', 'adventure', 'comedy', 'family']"
The Ant Bully,"['animation', 'adventure', 'comedy', 'family', 'fantasy']"
The Apprentice: ONE Championship Edition,['reality-tv']
The Arrival,"['short', 'drama']"
The Art of Passion,['short']
The Art of War,['war']
The Assistant,"['action', 'crime', 'thriller']"
The Auschwitz Report,"['drama', 'history', 'war']"
The Baby-Sitters Club,"['adventure', 'comedy', 'drama', 'family']"
The Back-Up Plan,"['comedy', 'romance']"
The Bad Education Movie,['comedy']
The Bank Job,"['short', 'crime']"
The Banquet,"['short', 'drama', 'mystery', 'sci-fi', 'thriller']"
The Battle of Jangsari,"['action', 'drama', 'war']"
The Battle: Roar to Victory,"['action', 'drama', 'history', 'war']"
The Baytown Outlaws,"['action', 'comedy', 'crime', 'thriller']"
The Beauty Queen of Jerusalem,['drama']
The Berlin File,"['action', 'thriller']"
The Best Man Holiday,"['comedy', 'drama']"
The Best Summer of My Life,"['comedy', 'family']"
The Best Years,['drama']
The Best of Enemies,"['biography', 'drama', 'history']"
The Best of Me,['short']
The Big Bang Theory,"['comedy', 'romance']"
The Big Short,"['biography', 'comedy', 'drama', 'history']"
The Big Slime Movie,"['animation', 'action', 'adventure', 'fantasy']"
The Big Wedding,"['comedy', 'drama', 'romance']"
The Billion Dollar Code,"['biography', 'crime', 'drama', 'thriller']"
The Blacklist,"['crime', 'drama', 'mystery', 'thriller']"
The Blind Shot,"['biography', 'drama', 'sport']"
The Blind Side,"['short', 'drama']"
The Blood of Wolves,"['crime', 'drama']"
The Blue Lagoon,"['adventure', 'drama', 'romance']"
The Blue Sky You Have Lost,['music']
The Boat,"['adventure', 'drama', 'mystery', 'sci-fi']"
The Bold Type,"['comedy', 'drama']"
The Bombardment,"['drama', 'history', 'war']"
The Bone Collector,"['crime', 'drama', 'mystery', 'thriller']"
The Book of Eli,"['action', 'adventure', 'drama', 'thriller']"
The Book of Fish,['drama']
The Boondock Saints II: All Saints Day,"['action', 'thriller']"
The Boss,['comedy']
The Boss Baby,"['animation', 'adventure', 'comedy', 'family', 'fantasy']"
The Boss Baby: Back in the Crib,"['animation', 'adventure', 'comedy', 'family', 'fantasy']"
The Boss Baby: Family Business,"['animation', 'adventure', 'comedy', 'family', 'fantasy']"
The Bourne Legacy,"['action', 'adventure', 'thriller']"
The Boy,"['horror', 'mystery', 'thriller']"
The Boy Next Door,['drama']
The Boy and the Beast,"['animation', 'action', 'adventure', 'drama', 'fantasy']"
The Boy in the Striped Pajamas,"['drama', 'war']"
The Bridges of Madison County,"['drama', 'romance']"
The Brothers Grimm,"['action', 'adventure', 'comedy', 'fantasy', 'horror', 'mystery', 'thriller']"
The Brothers Grimsby,"['action', 'adventure', 'comedy', 'crime']"
The Bubble,['comedy']
The Bureau of Magical Things,"['drama', 'family', 'fantasy', 'mystery']"
The Butterfly Effect,"['documentary', 'short']"
The Cabin in the Woods,"['horror', 'mystery', 'thriller']"
The Call,"['crime', 'horror', 'mystery', 'sci-fi', 'thriller']"
The Camp,['comedy']
The Cave,"['action', 'adventure', 'drama', 'thriller']"
The Chair,"['comedy', 'drama']"
The Change-Up,"['comedy', 'fantasy']"
The Chaos Class Goes to Cyprus: Summer Games,"['comedy']"
The Chestnut Man,"['crime', 'drama', 'mystery', 'thriller']"
The Choice,"['short', 'action', 'adventure', 'thriller']"
The Christmas Chronicles,"['adventure', 'comedy', 'family', 'fantasy']"
The Christmas Chronicles: Part Two,"['adventure', 'comedy', 'family', 'fantasy']"
The Chronicles of Riddick,"['action', 'adventure', 'sci-fi', 'thriller']"
The Cinderella Addiction,"['crime', 'drama', 'mystery']"
The Circle,"['game-show', 'reality-tv']"
The Claus Family,"['comedy', 'family', 'fantasy']"
The Claus Family 2,"['comedy', 'family', 'fantasy']"
The Clovehitch Killer,"['crime', 'drama', 'mystery', 'thriller']"
The Club,['drama']
The Code,"['action', 'crime', 'thriller']"
The Comeback Trail,"['comedy', 'crime']"
The Commuter,"['action', 'mystery', 'thriller']"
The Con-Heartist,"['comedy', 'romance']"
The Condemned,"['short', 'western']"
The Conductor,['documentary']
The Conjuring 2,"['horror', 'mystery', 'thriller']"
The Conjuring: The Devil Made Me Do It,"['horror', 'mystery', 'thriller']"
The Constant Gardener,"['drama', 'mystery', 'romance', 'thriller']"
The Contract,"['short', 'comedy']"
The Contractor,"['action', 'drama', 'thriller']"
The Cook of Castamar,"['drama', 'romance']"
The Core,['documentary']
The Courier,"['drama', 'history', 'thriller', 'war']"
The Craft: Legacy,"['drama', 'fantasy', 'horror']"
The Craigslist Killer,"['biography', 'crime', 'drama', 'horror', 'thriller']"
The Creature Cases,"['animation', 'action', 'adventure', 'comedy', 'family']"
The Crime,"['action', 'crime', 'thriller']"
The Croods,"['animation', 'action', 'adventure', 'comedy', 'family', 'fantasy']"
The Croods: A New Age,"['animation', 'adventure', 'comedy', 'family', 'fantasy']"
The Crowned Clown,"['drama', 'history', 'romance']"
The Cry,"['drama', 'mystery', 'thriller']"
The Cuphead Show!,"['animation', 'short', 'action', 'adventure', 'comedy', 'family', 'fantasy', 'musical']"
The Curious Case of Benjamin Button,"['drama', 'fantasy', 'romance']"
The Curse of La Llorona,"['horror', 'mystery', 'thriller']"
The Cursed,"['fantasy', 'horror', 'mystery']"
The DUFF,"['comedy', 'romance']"
The Da Vinci Code,"['mystery', 'thriller']"
The Dare,"['horror', 'mystery', 'thriller']"
The Dark Knight,"['action', 'crime', 'drama', 'thriller']"
The Dark Knight Rises,"['action', 'drama', 'thriller']"
The Dark Tower,"['action', 'adventure', 'fantasy', 'sci-fi', 'western']"
The Darkest Hour,['short']
The Darkest Minds,"['action', 'adventure', 'drama', 'romance', 'sci-fi', 'thriller']"
The Dead Don't Die,"['comedy', 'fantasy', 'horror', 'sci-fi']"
The Deadly Affair,"['mystery', 'romance', 'thriller']"
The Debt,"['short', 'comedy']"
The Deceived,"['drama', 'mystery', 'thriller']"
The Deep End of the Ocean,['drama']
The Defeated,"['drama', 'history', 'thriller']"
The Departed,"['short', 'drama']"
The Desperate Hour,['thriller']
The Devil Judge,"['crime', 'drama', 'mystery']"
The Devil's Advocate,['documentary']
The Dictator,['comedy']
The Dissidents,"['action', 'comedy']"
The Divergent Series: Allegiant - Part 1,"['action', 'adventure', 'mystery', 'sci-fi', 'thriller']"
The Divergent Series: Insurgent,"['action', 'adventure', 'sci-fi', 'thriller']"
The Divine Fury,"['action', 'horror', 'thriller']"
The Divine Move 2: The Wrathful,['action']
The Door into Summer,['sci-fi']
The Doorman,"['short', 'comedy']"
The Dressmaker,"['short', 'drama']"
The Dukes of Hazzard,['comedy']
The Eagle,"['action', 'adventure', 'drama', 'war']"
The Emoji Movie,"['animation', 'adventure', 'comedy', 'family', 'fantasy', 'sci-fi']"
The Entitled,"['comedy', 'drama', 'romance']"
The Equalizer,"['documentary', 'short']"
The Equalizer 2,"['action', 'crime', 'thriller']"
The Eternal Zero,"['action', 'drama', 'mystery', 'romance', 'war']"
The Even Bigger Slime Movie,"['comedy', 'family']"
The Expendables,"['action', 'adventure', 'thriller']"
The Expendables 3,"['action', 'adventure', 'thriller']"
The Fabulous Filipino Brothers,"['comedy', 'romance']"
The Fall,"['crime', 'drama', 'thriller']"
The Falls,['drama']
The Fame Game,"['drama', 'mystery', 'thriller']"
The Family,"['comedy', 'crime', 'thriller']"
The Family That Sings Together: The Camargos,"['music', 'reality-tv']"
The Fast and the Furious,"['action', 'crime', 'thriller']"
The Father,"['drama', 'mystery']"
The Father Who Moves Mountains,"['drama', 'thriller']"
The Fiery Priest,"['action', 'comedy', 'crime', 'drama']"
The Firm,['short']
The First Nanny,"['comedy', 'drama', 'family', 'romance']"
The First Purge,"['action', 'horror', 'sci-fi', 'thriller']"
The First Wives Club,['comedy']
The Five Juanas,['drama']
The Flash,"['action', 'adventure', 'drama', 'sci-fi']"
The Foreigner,"['short', 'drama']"
The Forever Purge,"['action', 'crime', 'horror', 'thriller']"
The Forgotten Battle,"['drama', 'war']"
The Founder,"['short', 'comedy']"
The Four of Us,"['comedy', 'drama', 'romance']"
The Frozen Ground,"['crime', 'drama', 'thriller']"
The Gallows Act II,"['horror', 'mystery', 'thriller']"
The Game,['drama']
The Gangster,"['action', 'crime', 'drama', 'history', 'thriller']"
"The Gangster, The Cop, The Devil","['action', 'crime', 'thriller']"
The Gateway,['thriller']
The General's Daughter,"['crime', 'drama', 'mystery', 'thriller']"
The Gentlemen,"['action', 'comedy', 'crime']"
The Gentlemen's League,['comedy']
The Getaway King,"['action', 'comedy', 'crime']"
The Ghost and the Tout,"['comedy', 'fantasy']"
The Ghost and the Tout Too,"['comedy', 'fantasy']"
The Gift,"['drama', 'fantasy', 'mystery', 'romance']"
The Girl Next Door,"['documentary', 'short']"
The Girl Who Leapt Through Time,"['animation', 'adventure', 'comedy', 'drama', 'family', 'fantasy', 'mystery', 'romance', 'sci-fi']"
The Girl from Oslo,"['drama', 'thriller']"
The Girl in the Spider's Web,"['action', 'crime', 'drama', 'thriller']"
The Girl on a Bulldozer,"['drama', 'mystery']"
The Girl with the Dragon Tattoo,"['crime', 'drama', 'mystery', 'thriller']"
The Glamorous Imperial Concubine,"['drama', 'history', 'romance']"
The God Committee,['drama']
The Godfather,"['crime', 'drama']"
The Godfather: Part II,"['crime', 'drama']"
The Good Detective,"['action', 'drama', 'mystery', 'thriller']"
The Good Doctor,['drama']
The Good Liar,"['crime', 'drama', 'mystery', 'thriller']"
The Good Place,"['comedy', 'drama', 'fantasy', 'mystery', 'romance']"
The Good Shepherd,"['short', 'drama']"
"The Good, The Bad, and The Playful","['adventure', 'western']"
The Grandson,"['action', 'drama', 'thriller']"
The Gray Man,"['action', 'thriller']"
The Great Canadian Baking Show,['reality-tv']
